Ticker,TickerType,Company,Traded,Transaction,Trade_Size_USD,Status,Subholding,Description,Name,BioGuideID,Filed,Party,District,Chamber,Comments,Quiver_Upload_Time,excess_return,State,last_modified
MSFT,OP,MICROSOFT CORPORATION,2020-02-21,Purchase,"$500,001 - $1,000,000",NEW,,PURCHASED 100 CALL OPTIONS WITH A STRIKE PRICE OF $130 AND AN EXPIRATION DATE OF 3/19/2021.,Nancy Pelosi,P000197,2020-04-01,D, CA12,House,,2020-07-26,58.9525200129945,California,2023-11-16
WORK,ST,"SLACK TECHNOLOGIES, INC. CLASS A",2020-02-20,Purchase,"$250,001 - $500,000",NEW,,"PURCHASED 10,000 SHARES.",Nancy Pelosi,P000197,2020-04-01,D, CA12,House,,2020-07-26,36.4931716150517,California,2023-11-16
MSFT,OP,MICROSOFT CORPORATION,2020-02-20,Purchase,"$250,001 - $500,000",NEW,,PURCHASED 100 CALL OPTIONS WITH A STRIKE PRICE OF $140 AND AN EXPIRATION DATE OF 3/19/2021.,Nancy Pelosi,P000197,2020-04-01,D, CA12,House,,2020-07-26,53.2826657378252,California,2023-11-16
MPC,ST,MARATHON PETROLEUM CORPORATION,2020-01-24,Sale,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2020-02-01,R, OH07,House,,2020-07-26,110.218576207158,Ohio,2023-11-16
AMZN,ST,"AMAZON.COM, INC.",2020-01-16,Purchase,"$1,000,001 - $5,000,000",NEW,,"EXERCISED 30 CALL OPTIONS (3,000 SHARES) EXPIRING 1/17/20 AT A STRIKE PRICE OF $1600.",Nancy Pelosi,P000197,2020-02-11,D, CA12,House,,2020-07-26,47.4316516721461,California,2023-11-16
AMZN,ST,"AMAZON.COM, INC.",2020-01-16,Sale,"$250,001 - $500,000",NEW,,"SOLD 20 CALL OPTIONS WITH A STRIKE PRICE OF $1,700 AND AN EXPIRATION DATE OF 1/17/20.",Nancy Pelosi,P000197,2020-02-11,D, CA12,House,,2020-07-26,47.4316516721461,California,2023-11-16
FB,ST,"FACEBOOK, INC. - CLASS A",2020-01-16,Purchase,"$250,001 - $500,000",NEW,,"EXERCISED 30 CALL OPTIONS (3,000 SHARES) EXPIRING 1/17/20 AT A STRIKE PRICE OF $140.",Nancy Pelosi,P000197,2020-02-11,D, CA12,House,,2020-07-26,-35.6581064464014,California,2023-11-16
AMZN,ST,"AMAZON.COM, INC.",2020-01-16,Sale,"$250,001 - $500,000",NEW,,"SOLD 20 CALL OPTIONS WITH A STRIKE PRICE OF $1,600 AND AN EXPIRATION DATE OF 1/17/20.",Nancy Pelosi,P000197,2020-02-11,D, CA12,House,,2020-07-26,47.4316516721461,California,2023-11-16
FB,ST,"FACEBOOK, INC. - CLASS A",2020-01-16,Purchase,"$250,001 - $500,000",NEW,,"EXERCISED 20 CALL OPTIONS (2,000 SHARES) EXPIRING 1/17/20 AT A STRIKE PRICE OF $150.",Nancy Pelosi,P000197,2020-02-11,D, CA12,House,,2020-07-26,-35.6581064464014,California,2023-11-16
SJM,ST,J.M. SMUCKER COMPANY,2020-01-08,Sale,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2020-01-13,R, OH07,House,,2020-07-26,-76.7277890409612,Ohio,2023-11-16
VZ,ST,VERIZON COMMUNICATIONS INC.,2020-01-08,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2020-01-13,R, OH07,House,,2020-07-26,-115.301485754814,Ohio,2023-11-16
ORCL,ST,ORACLE CORPORATION,2020-01-08,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2020-01-13,R, OH07,House,,2020-07-26,166.122128219286,Ohio,2023-11-16
NLY,ST,ANNALY CAPITAL MANAGEMENT INC,2020-01-08,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2020-01-13,R, OH07,House,,2020-07-26,-132.296405645396,Ohio,2023-11-16
AAPL,ST,APPLE INC.,2020-01-08,Purchase,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2020-01-13,R, OH07,House,,2020-07-26,112.800712459077,Ohio,2023-11-16
AAPL,ST,APPLE INC.,2020-01-02,Purchase,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2020-01-06,R, OH07,House,,2020-07-26,115.831265574298,Ohio,2023-11-16
XOM,ST,EXXON MOBIL CORPORATION,2020-01-02,Sale,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2020-01-06,R, OH07,House,,2020-07-26,-12.6531448326489,Ohio,2023-11-16
T,ST,AT&T INC.,2019-12-23,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-12-23,R, OH07,House,,2020-07-26,-128.93393588908,Ohio,2023-11-16
SNAP,ST,SNAP INC. CLASS A,2019-12-23,Sale,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,-114.287284392197,Utah,2023-11-16
DOMO,ST,"DOMO, INC. - CLASS B",2019-12-23,Sale,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,-146.509892498469,Utah,2023-11-16
AMZN,ST,"AMAZON.COM, INC.",2019-12-23,Sale,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,52.8066469965301,Utah,2023-11-16
NEO,ST,"NEOGENOMICS, INC.",2019-12-19,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-12-20,R, OH07,House,,2020-07-26,-127.052248581562,Ohio,2023-11-16
MRO,ST,MARATHON OIL CORPORATION,2019-12-19,Sale,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-12-20,R, OH07,House,,2020-07-26,30.9090651721391,Ohio,2023-11-16
AAPL,ST,APPLE INC.,2019-12-19,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-12-20,R, OH07,House,,2020-07-26,135.33890266803,Ohio,2023-11-16
ET,ST,ENERGY TRANSFER LP COMMON UNITS,2019-12-19,Sale,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-12-20,R, OH07,House,,2020-07-26,-53.8851863676271,Ohio,2023-11-16
NLY,ST,ANNALY CAPITAL MANAGEMENT INC,2019-12-19,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB IRA,,Bob Gibbs,G000563,2019-12-20,R, OH07,House,,2020-07-26,-134.769082423426,Ohio,2023-11-16
BA,ST,BOEING COMPANY,2019-12-17,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-12-20,R, OH07,House,,2020-07-26,-144.220517673374,Ohio,2023-11-16
DOW,ST,DOW INC.,2019-12-11,Sale,"$1,001 - $15,000",NEW,MERRILL LYNCH - IRA,,Bob Gibbs,G000563,2019-12-20,R, OH07,House,,2020-07-26,-105.386993292163,Ohio,2023-11-16
BP,ST,BP P.L.C.,2019-12-11,Sale,"$1,001 - $15,000",NEW,MERRILL LYNCH - IRA,,Bob Gibbs,G000563,2019-12-20,R, OH07,House,,2020-07-26,-111.968409389119,Ohio,2023-11-16
BRK.A,ST,BERKSHIRE HATHAWAY INC.,2019-11-21,Sale,"$50,001 - $100,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,23.3805419749058,Utah,2023-11-16
BRK.A,ST,BERKSHIRE HATHAWAY INC.,2019-11-21,Sale,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,23.3805419749058,Utah,2023-11-16
BRKR,ST,BRUKER CORPORATION,2019-11-14,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-11-26,R, OH07,House,,2020-07-26,-79.3817509949749,Ohio,2023-11-16
T,ST,AT&T INC.,2019-11-13,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-11-26,R, OH07,House,,2020-07-26,-136.422220556959,Ohio,2023-11-16
MRVL,ST,MARVELL TECHNOLOGY GROUP LTD.,2019-11-05,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-11-06,R, OH07,House,,2020-07-26,138.380003332547,Ohio,2023-11-16
IIVI,ST,II-VI INCORPORATED,2019-11-05,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-11-06,R, OH07,House,,2020-07-26,472.451561466598,Ohio,2023-11-16
KHC,ST,THE KRAFT HEINZ COMPANY,2019-10-28,Sale,$937.42,NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-11-06,R, OH07,House,,2020-07-26,-83.7786824169429,Ohio,2023-11-16
F,ST,FORD MOTOR COMPANY,2019-10-28,Sale,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-11-06,R, OH07,House,,2020-07-26,-68.1122585187042,Ohio,2023-11-16
V,ST,VISA INC.,2019-08-07,Sale,"$100,001 - $250,000",NEW,,"SALE OF 1,000 SHARES",Nancy Pelosi,P000197,2019-09-18,D, CA12,House,,2020-07-26,-31.1126502591313,California,2023-11-16
V,ST,VISA INC.,2019-08-07,Sale,"$100,001 - $250,000",NEW,,SALE OF 1.000 SHARES,Nancy Pelosi,P000197,2019-09-18,D, CA12,House,,2020-07-26,-31.1126502591313,California,2023-11-16
DOMO,ST,"DOMO, INC. - CLASS B",2019-08-02,Purchase,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,-170.117947099513,Utah,2023-11-16
AMZN,ST,"AMAZON.COM, INC.",2019-08-02,Purchase,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,30.611995102331,Utah,2023-11-16
NFLX,OP,"NETFLIX, INC.",2019-07-22,Purchase,"$100,001 - $250,000",NEW,,PURCHASED 30 CALL OPTIONS WITH A STRIKE PRICE OF $250 AND AN EXPIRATION DATE OF 6/19/20.,Nancy Pelosi,P000197,2019-08-13,D, CA12,House,,2020-07-26,66.6973051966078,California,2023-11-16
AMZN,OP,"AMAZON.COM, INC.",2019-07-22,Purchase,"$500,001 - $1,000,000",NEW,,PURCHASED 20 CALL OPTIONS WITH A STRIKE PRICE OF $1700 AND AN EXPIRATION DATE OF 1/17/20.,Nancy Pelosi,P000197,2019-08-13,D, CA12,House,,2020-07-26,14.9879157062378,California,2023-11-16
NFLX,OP,"NETFLIX, INC.",2019-07-05,Purchase,"$250,001 - $500,000",NEW,,PURCHASED 20 CALL OPTIONS WITH A STRIKE PRICE OF $250 AND AN EXPIRATION DATE OF 6/19/20.,Nancy Pelosi,P000197,2019-08-13,D, CA12,House,,2020-07-26,17.8310254741008,California,2023-11-16
CRM,OP,SALESFORCE.COM INC,2019-06-18,Purchase,"$100,001 - $250,000",NEW,,PURCHASED 80 CALL OPTIONS WITH A STRIKE PRICE OF $140 AND AN EXPIRATION DATE OF 6/19/20.,Nancy Pelosi,P000197,2019-07-11,D, CA12,House,,2020-07-26,22.4479467202321,California,2023-11-16
BX,ST,THE BLACKSTONE GROUP L.P. COMMON UNITS REPRESENTING LIMITED PARTNERSHIP INTERESTS,2019-06-17,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-06-18,R, OH07,House,,2020-07-26,203.886884407611,Ohio,2023-11-16
BXMT,ST,"BLACKSTONE MORTGAGE TRUST, INC.",2019-06-17,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-06-18,R, OH07,House,,2020-07-26,-156.386876131563,Ohio,2023-11-16
CRM,OP,SALESFORCE.COM INC,2019-06-14,Purchase,"$50,001 - $100,000",NEW,,PURCHASED 20 CALL OPTIONS WITH A STRIKE PRICE OF $140 AND AN EXPIRATION DATE OF 6/19/20.,Nancy Pelosi,P000197,2019-07-11,D, CA12,House,,2020-07-26,21.1006089542077,California,2023-11-16
BA,ST,BOEING COMPANY,2019-06-11,Purchase,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-06-18,R, OH07,House,,2020-07-26,-166.847524964451,Ohio,2023-11-16
UNP,ST,UNION PACIFIC CORPORATION,2019-05-21,Purchase,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-05-28,R, OH07,House,,2020-07-26,-71.3870946193013,Ohio,2023-11-16
DIS,ST,WALT DISNEY COMPANY,2019-05-14,Purchase,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,-133.829207853106,Utah,2023-11-16
AMZN,ST,"AMAZON.COM, INC.",2019-04-29,Purchase,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,17.4354031056266,Utah,2023-11-16
BA,ST,BOEING COMPANY,2019-04-29,Sale,"$50,001 - $100,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-05-03,R, OH07,House,,2020-07-26,-166.538489462535,Ohio,2023-11-16
DOMO,ST,"DOMO, INC. - CLASS B",2019-04-29,Purchase,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,-179.592441581261,Utah,2023-11-16
DIN,ST,"DINE BRANDS GLOBAL, INC.",2019-04-26,Sale,"$1,001 - $15,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,-166.513893864244,Utah,2023-11-16
CMG,ST,"CHIPOTLE MEXICAN GRILL, INC.",2019-04-16,Sale,"$15,001 - $50,000",NEW,,,John Curtis,C001114,2020-04-09,R, UT03,House,,2020-07-26,213.451271937877,Utah,2023-11-16
NLY,ST,ANNALY CAPITAL MANAGEMENT INC,2019-03-26,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-03-31,R, OH07,House,,2020-07-26,-164.929343274491,Ohio,2023-11-16
NLY,ST,ANNALY CAPITAL MANAGEMENT INC,2019-03-22,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-03-25,R, OH07,House,,2020-07-26,-166.226509910736,Ohio,2023-11-16
FCEL,OP,"FUELCELL ENERGY, INC.",2019-03-05,Purchase,"$1,001 - $15,000",NEW,,FCEL JUL 19'19 $1 CALL,Austin Scott,S001189,2019-03-06,R, GA08,House,,2020-07-26,-210.567924187766,Georgia,2023-11-16
BFET,ST,BF ENTERPRISES COMMON STOCK NEW,2019-02-07,Sale,"$1,001 - $15,000",NEW,,FINAL CASH LIQUIDATION INITIATED BY CORPORATION.,Nancy Pelosi,P000197,2019-03-11,D, CA12,House,,2020-07-26,,California,2023-11-16
FCEL,ST,"FUELCELL ENERGY, INC.",2019-01-25,Sale,"$1,001 - $15,000",NEW,,,Austin Scott,S001189,2019-03-06,R, GA08,House,,2020-07-26,-221.636906988762,Georgia,2023-11-16
FCEL,OP,"FUELCELL ENERGY, INC.",2019-01-25,Purchase,"$1,001 - $15,000",NEW,,JULY 19'19 $1 CALL,Austin Scott,S001189,2019-03-06,R, GA08,House,,2020-07-26,-221.636906988762,Georgia,2023-11-16
AAPL,ST,APPLE INC.,2019-01-08,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-01-13,R, OH07,House,,2020-07-26,364.614615123771,Ohio,2023-11-16
ARAV,ST,"ARAVIVE, INC.",2018-12-28,Sale,$158.65,NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2019-01-13,R, OH07,House,,2020-07-26,-195.623309302275,Ohio,2023-11-16
T,ST,AT&T INC.,2018-10-24,Purchase,"$250,001 - $500,000",NEW,,"PURCHASED 10,000 SHARES.",Nancy Pelosi,P000197,2018-11-08,D, CA12,House,,2020-07-26,-151.763447701339,California,2023-11-16
AMZN,ST,"AMAZON.COM, INC.",2018-10-12,Purchase,"$1,000,001 - $5,000,000",NEW,,PURCHASED 30 CALL OPTIONS WITH A STRIKE PRICE OF $1600 AND AN EXPIRATION DATE OF 1/17/20.,Nancy Pelosi,P000197,2018-11-08,D, CA12,House,,2020-07-26,22.9093033305016,California,2023-11-16
FB,ST,"FACEBOOK, INC. - CLASS A",2018-10-09,Purchase,"$100,001 - $250,000",NEW,,PURCHASED 30 CALL OPTIONS WITH A STRIKE PRICE OF $140 AND AN EXPIRATION DATE OF 1/17/20.,Nancy Pelosi,P000197,2018-11-08,D, CA12,House,,2020-07-26,-18.5730451547323,California,2023-11-16
BA,ST,BOEING COMPANY,2018-10-04,Purchase,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-10-04,R, OH07,House,,2020-07-26,-170.4805585094,Ohio,2023-11-16
UNP,ST,UNION PACIFIC CORPORATION,2018-10-04,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB IRA,,Bob Gibbs,G000563,2018-10-04,R, OH07,House,,2020-07-26,-60.1720007719917,Ohio,2023-11-16
AAPL,ST,APPLE INC.,2018-09-20,Purchase,"$500,001 - $1,000,000",NEW,,"EXERCISED 50 CALL OPTIONS (5,000 SHARES) EXPIRING 9/21/18 AT A STRIKE PRICE OF $140.",Nancy Pelosi,P000197,2018-10-25,D, CA12,House,,2020-07-26,205.720382809034,California,2023-11-16
AAPL,ST,APPLE INC.,2018-09-20,Purchase,"$500,001 - $1,000,000",NEW,,"EXERCISED 50 CALL OPTIONS (5,000 SHARES) EXPIRING 9/21/18 AT A STRIKE PRICE OF $130.",Nancy Pelosi,P000197,2018-10-25,D, CA12,House,,2020-07-26,205.720382809034,California,2023-11-16
MA,ST,MASTERCARD INCORPORATED,2018-09-19,Purchase,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-09-19,R, OH07,House,,2020-07-26,34.0178690888778,Ohio,2023-11-16
AAPL,ST,APPLE INC.,2018-09-11,Purchase,"$500,001 - $1,000,000",NEW,,PURCHASED 100 CALL OPTIONS WITH A STRIKE PRICE OF $145 AND AN EXPIRATION DATE OF 6/19/20.,Nancy Pelosi,P000197,2018-10-25,D, CA12,House,,2020-07-26,195.618518639583,California,2023-11-16
NLY,ST,ANNALY CAPITAL MANAGEMENT INC,2018-09-06,Sale,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-09-19,R, OH07,House,,2020-07-26,-160.873090898792,Ohio,2023-11-16
NLY,ST,ANNALY CAPITAL MANAGEMENT INC,2018-08-27,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-09-03,R, OH07,House,,2020-07-26,-159.981345782946,Ohio,2023-11-16
AMZN,ST,"AMAZON.COM, INC.",2018-07-27,Purchase,"$500,001 - $1,000,000",NEW,,PURCHASE OF 20 CALL OPTIONS WITH A STRIKE PRICE OF $1700 AND AN EXPIRATION DATE OF 1/17/20.,Nancy Pelosi,P000197,2018-09-06,D, CA12,House,,2020-07-26,23.311372599683,California,2023-11-16
FB,ST,"FACEBOOK, INC. - CLASS A",2018-07-27,Purchase,"$50,001 - $100,000",NEW,,PURCHASE OF 20 CALL OPTIONS WITH A STRIKE PRICE OF $150 AND AN EXPIRATION DATE OF 1/17/20.,Nancy Pelosi,P000197,2018-09-06,D, CA12,House,,2020-07-26,-33.7370906657595,California,2023-11-16
NLY,ST,ANNALY CAPITAL MANAGEMENT INC,2018-07-03,Sale,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-07-03,R, OH07,House,,2020-07-26,-173.742292600493,Ohio,2023-11-16
NLY,ST,ANNALY CAPITAL MANAGEMENT INC,2018-06-13,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-07-03,R, OH07,House,,2020-07-26,-167.971519099396,Ohio,2023-11-16
MSFT,ST,MICROSOFT CORPORATION,2018-05-30,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-06-09,R, OH07,House,,2020-07-26,210.459549724001,Ohio,2023-11-16
NLY,ST,ANNALY CAPITAL MANAGEMENT INC,2018-05-24,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-05-28,R, OH07,House,,2020-07-26,-171.906857345657,Ohio,2023-11-16
T,ST,AT&T INC.,2018-05-21,Sale,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-05-28,R, OH07,House,,2020-07-26,-150.232750778866,Ohio,2023-11-16
SEP,ST,"SPECTRA ENERGY PARTNERS, LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2018-04-20,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-04-24,R, OH07,House,,2020-07-26,4.54691047996322,Ohio,2023-11-16
KO,ST,COCA-COLA COMPANY,2018-04-17,Sale,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-04-24,R, OH07,House,,2020-07-26,-80.8125188238655,Ohio,2023-11-16
CAT,ST,"CATERPILLAR, INC.",2018-04-17,Purchase,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-04-24,R, OH07,House,,2020-07-26,31.2885263130892,Ohio,2023-11-16
MSFT,ST,MICROSOFT CORPORATION,2018-04-11,Purchase,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-04-24,R, OH07,House,,2020-07-26,236.240522156816,Ohio,2023-11-16
NLY,,ANNALY CAPITAL MANAGEMENT INC,2018-03-29,Sale,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-04-09,R, OH07,House,,2020-07-26,-179.769122225468,Ohio,2023-11-16
AMZN,,"AMAZON.COM, INC.",2018-03-29,Sale,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-04-09,R, OH07,House,,2020-07-26,69.056155570155,Ohio,2023-11-16
DBX,,"DROPBOX, INC. - CLASS A",2018-03-27,Purchase,"$250,001 - $500,000",NEW,,"PURCHASE OF 10,000 SHARES",Nancy Pelosi,P000197,2018-04-16,D, CA12,House,,2020-07-26,-136.077606899099,California,2023-11-16
NLY,,ANNALY CAPITAL MANAGEMENT INC,2018-03-09,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-03-16,R, OH07,House,,2020-07-26,-166.818472425343,Ohio,2023-11-16
CAH,,"CARDINAL HEALTH, INC.",2018-02-27,Sale,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-03-03,R, OH07,House,,2020-07-26,-38.8074710970948,Ohio,2023-11-16
AAPL,,APPLE INC.,2018-02-05,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-02-16,R, OH07,House,,2020-07-26,349.289653948325,Ohio,2023-11-16
AAPL,,APPLE INC.,2018-02-02,Purchase,"$100,001 - $250,000",NEW,,PURCHASE OF 50 CALL OPTIONS WITH A STRIKE PRICE OF $140 AND AN EXPIRATION DATE OF 9/21/18.,Nancy Pelosi,P000197,2018-02-26,D, CA12,House,,2020-07-26,344.201671900198,California,2023-11-16
AAPL,,APPLE INC.,2018-02-02,Purchase,"$100,001 - $250,000",NEW,,PURCHASE OF 50 CALL OPTIONS WITH A STRIKE PRICE OF $130 AND AN EXPIRATION DATE OF 9/21/18.,Nancy Pelosi,P000197,2018-02-26,D, CA12,House,,2020-07-26,344.201671900198,California,2023-11-16
GXP,,GREAT PLAINS ENERGY INCORPORATED,2018-01-09,Sale,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2018-01-24,R, OH07,House,,2020-07-26,1.6298133483557,Ohio,2023-11-16
AAPL,,APPLE INC.,2017-12-29,Sale,"$250,001 - $500,000",NEW,,"CONTRIBUTION OF 2,800 SHARES HELD PERSONALLY TO THE PAUL & NANCY PELOSI CHARITABLE FOUNDATION VIA TRANSFER",Nancy Pelosi,P000197,2018-01-10,D, CA12,House,,2020-07-26,308.275299661037,California,2023-11-16
AAPL,,APPLE INC.,2017-12-28,Sale,"$1,000,001 - $5,000,000",NEW,,"SALE OF 9,000 SHARES",Nancy Pelosi,P000197,2018-01-10,D, CA12,House,,2020-07-26,303.294261100059,California,2023-11-16
V,,VISA INC.,2017-12-28,Sale,"$500,001 - $1,000,000",NEW,,"SALE OF 5,000 SHARES",Nancy Pelosi,P000197,2018-01-10,D, CA12,House,,2020-07-26,47.5867790464395,California,2023-11-16
V,,VISA INC.,2017-12-21,Sale,"$100,001 - $250,000",NEW,,"CONTRIBUTION OF 1,750 SHARES HELD PERSONALLY TO ISOLEP ENTERPRISES VIA TRANSFER BETWEEN BROKERAGE ACCOUNTS.",Nancy Pelosi,P000197,2018-01-10,D, CA12,House,,2020-07-26,53.0882138453147,California,2023-11-16
AAPL,,APPLE INC.,2017-12-21,Sale,"$100,001 - $250,000",NEW,,"CONTRIBUTION OF 1,300 SHARES HELD PERSONALLY TO ISOLEP ENTERPRISES VIA TRANSFER BETWEEN BROKERAGE ACCOUNTS.",Nancy Pelosi,P000197,2018-01-10,D, CA12,House,,2020-07-26,292.305227896149,California,2023-11-16
CQP,,"CHENIERE ENERGY PARTNERS, LP CHENIERE ENERGY PARTNERS, LP COMMON UNITS",2017-12-08,Sale,"$1,001 - $15,000",NEW,CHARLES SWABB IRA,,Bob Gibbs,G000563,2017-12-11,R, OH07,House,,2020-07-26,-39.4148176279908,Ohio,2023-11-16
AAPL,,APPLE INC.,2017-11-28,Purchase,"$15,001 - $50,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2017-12-11,R, OH07,House,,2020-07-26,292.881195544953,Ohio,2023-11-16
X,,UNITED STATES STEEL CORPORATION,2017-10-31,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2017-11-05,R, OH07,House,,2020-07-26,-83.1831580041759,Ohio,2023-11-16
BA,,BOEING COMPANY,2017-10-31,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2017-11-05,R, OH07,House,,2020-07-26,-178.255608113893,Ohio,2023-11-16
BP,,BP P.L.C.,2017-10-24,Sale,"$1,001 - $15,000",NEW,MERRILL LYNCH - IRA,,Bob Gibbs,G000563,2017-11-05,R, OH07,House,,2020-07-26,-151.773207638547,Ohio,2023-11-16
CAT,,"CATERPILLAR, INC.",2017-10-05,Purchase,"$1,001 - $15,000",NEW,CHARLES SWABB ACCOUNT,,Bob Gibbs,G000563,2017-10-10,R, OH07,House,,2020-07-26,71.4977493627592,Ohio,2023-11-16
